yr,firstName,lastName,constituency,party,votes
2015,Bryan,FOSTER,E14000982,UKIP,7997
2015,Byron,DAVIES,W07000046,Conservative,15862
2015,Cadan AP,TOMOS,W07000079,Liberal Democrats,2069
2015,Cahal,BURKE,E14000645,Liberal Democrats,3407
2015,Caitlin,BISKNELL,E14000748,Labour,17942
2015,Callum,DELHOY,E14000660,Liberal Democrats,2352
2015,Callum,LESLIE,S14000041,Liberal Democrats,1150
2015,Callum,MCCAIG,S14000002,SNP,20221
2015,Calum,HIGGINS,W07000067,Labour,9541
2015,Calum,KERR,S14000008,SNP,20145
2015,Calum,WALKER,S14000004,UKIP,1355
2015,Cammy,DAY,S14000026,Labour,6425
2015,Caoimhe,ARCHIBALD,N06000006,Sinn Fein,6859
2015,Captain,BEANY,W07000049,Independent,1137
2015,Cara,JENKINSON,E14000691,Liberal Democrats,1059
2015,Carl,CASHMAN,E14000775,Liberal Democrats,1490
2015,Carl,HEWITT,E14000530,Green,2025
2015,Carl,JACKSON,E14000667,Conservative,10736
2015,Carl,MINNS,E14000724,Liberal Democrats,3055
2015,Carl,QUILLIAM,E14000790,Liberal Democrats,2304
2015,Carl,SCHEARS,E14000708,UKIP,4482
2015,Carl,WALKER,E14000682,National Health Action Party,1243
2015,Carlo,MORELLI,S14000015,Trade Unionist and Socialist Coalition,104
2015,Carlton,REEVE,E14000922,Independent,249
2015,Carly,HICKS,E14000537,Liberal Democrats,943
2015,Carol,DEAN,E14000986,Labour,12304
2015,Carol,FREEMAN,N06000012,Conservative,368
2015,Carol,MONAGHAN,S14000033,SNP,23908
2015,Carol,THORNTON,E14000643,Green,1013
2015,Caroline,ANSELL,E14000684,Conservative,20934
2015,Caroline,DINENAGE,E14000713,Conservative,26364
2015,Caroline,FLINT,E14000667,Labour,19621
2015,Caroline,JONES,W07000073,UKIP,5911
2015,Caroline,KERSWELL,E14001039,Conservative,9389
2015,Caroline,KOLEK,E14000996,Labour,6835
2015,Caroline,LUCAS,E14000598,Green,22871
2015,Caroline,NOKES,E14000901,Conservative,26285
2015,Caroline,RUSSELL,E14000763,Green,5043
2015,Caroline,SANTOS,S14000005,UKIP,1311
2015,Caroline,SPELMAN,E14000812,Conservative,28791
2015,Caroline,STEPHENS,E14000980,UKIP,4848
2015,Carolyn,ABBOTT,E14000710,Conservative,17321
2015,Carolyn,HARRIS,W07000048,Labour,17807
2015,Carrie,HARPER,W07000044,Plaid Cymru,2501
2015,Cass,MACGREGOR,S14000029,Green,1559
2015,Cath,EDWARDS,E14000992,Green,1443
2015,Catherine,ANDERSON,E14000830,UKIP,6195
2015,Catherine,ANKERS,E14000979,Liberal Democrats,1362
2015,Catherine,ATKINSON,E14000695,Labour,17052
2015,Catherine,MCKINNELL,E14000833,Labour,20689
2015,Catherine,MEADOWS,E14000866,Trade Unionist and Socialist Coalition,160
2015,Catherine,REILLY,E14000869,UKIP,8528
2015,Catherine,ROWETT,E14000941,Green,3090
2015,Catherine,SEELEY,N06000017,Sinn Fein,11593
2015,Catherine,SMITH,E14000776,Labour,17643
2015,Catherine,SMITH,E14001016,Liberal Democrats,805
2015,Catherine,WEST,E14000752,Labour,29417
2015,Cathrine,SIMMONS,E14001000,Green,3941
2015,Cathy,DUFFY,E14000625,British National Party,489
2015,Cathy,JAMIESON,S14000040,Labour and Co-operative,16362
2015,Catrin,BROCK,W07000069,Green,1185
2015,Celia,FOOTE,E14000779,Alliance for Green Socialism,451
2015,Celia,HICKSON,E14000589,Green,1085
2015,Cemanthe,MCKENZIE,E14000852,Party for a United Thanet,136
2015,Cen,PHILLIPS,W07000045,Liberal Democrats,751
2015,Cengiz,CEKER,E14000864,Independent,60
2015,Cerith,GRIFFITHS,W07000070,Plaid Cymru,5126
2015,Cezara,NANU,E14000774,Green,1370
2015,Chaka,ARTWELL,E14000873,Independent,160
2015,Chamali,FERNANDO,E14000617,Conservative,8117
2015,Charles,ASTON,E14000667,UKIP,9963
2015,Charles,BARRABALL,E14001040,Green,1986
2015,Charles,DUNDAS,S14000044,Liberal Democrats,1232
2015,Charles,KENNEDY,S14000055,Liberal Democrats,14995
2015,Charles,SMITH,E14000803,Labour,6394
2015,Charles,VICKERS,E14000968,English Democrats,115
2015,Charles,WALKER,E14000606,Conservative,25797
2015,Charlie,BRIGGS,E14000911,Liberal Democrats,1614
2015,Charlie,DEWHIRST,E14000726,Conservative,17463
2015,Charlie,ELPHICKE,E14000670,Conservative,21737
2015,Charlie,KISS,E14000764,Green,3371
2015,Charlie,SMITH,E14000552,UKIP,4434
2015,Charlotte,BARNES,E14000799,Liberal Democrats,6469
2015,Charlotte,FARRELL,E14000748,Green,1811
2015,Charlotte,FLETCHER,E14001012,Green,1149
2015,Charlotte,GEORGE,E14000721,Green,5519
2015,Charlotte,HAITHAM-TAYLOR,E14000856,Conservative,10018
2015,Charlotte,HODIVALA,E14000566,Conservative,8869
2015,Charlotte,HUGHES,E14000537,Green,1531
2015,Charlotte,LESLIE,E14000600,Conservative,22767
2015,Charlotte,PARDY,E14000951,Green,2583
2015,Charlynne,PULLEN,E14000813,Labour,9217
2015,Chas,BALL,E14000645,Green,1919
2015,Chaz,SINGH,E14000950,Labour,8391
2015,Cheryl,GILLAN,E14000631,Conservative,31138
2015,Cheryl,PIDGEON,E14000935,Labour,13595
2015,Chi,ONWURAH,E14000831,Labour,19301
2015,Chika,AKINWALE,E14000761,Liberal Democrats,1400
2015,Chloe,SMITH,E14000863,Conservative,19052
2015,Chris,ASH,E14000878,Liberal,639
2015,Chris,ATTARD,E14000558,UKIP,9182
2015,Chris,BEGGS,W07000070,Socialist Labour Party,533
2015,Chris,BERTENSHAW,E14001054,Green,1242
2015,Chris,BOOTH,E14000812,Independence from Europe,100
2015,Chris,BOWERS,E14000598,Liberal Democrats,1525
2015,Chris,BROWN,E14000652,UKIP,6979
2015,Chris,BRYANT,W07000052,Labour,15976
2015,Chris,CARMICHAEL,W07000068,Green,1261
2015,Chris,CARRIGAN,E14000811,Liberal Democrats,4987
2015,Chris,CLARKSON,E14001010,Conservative,9828
2015,Chris,COATES,E14000776,Green,2093
2015,Chris,COLEMAN,E14000705,Liberal Democrats,2630
2015,Chris,CONNIFF,S14000055,Labour,2043
2015,Chris,COPEMAN,E14001024,Green,1183
2015,Chris,DAVIES,W07000068,Conservative,16453
2015,Chris,DAVIS,E14000956,Independent,770
2015,Chris,ELMORE,W07000078,Labour,16727
2015,Chris,EVANS,W07000077,Labour and Co-operative,17336
2015,Chris,FERNANDEZ,E14000663,Trade Unionist and Socialist Coalition,225
2015,Chris,GALLEY,E14001014,Conservative,8386
2015,Chris,GREEN,E14000580,Conservative,19744
2015,Chris,HAMPSHEIR,E14000677,Conservative,4478
2015,Chris,HARLOW,E14000991,UKIP,6188
2015,Chris,HAZZARD,N06000015,Sinn Fein,12186
2015,Chris,HEATON-HARRIS,E14000660,Conservative,30550
2015,Chris,HEDLEY,E14001014,Green,1454
2015,Chris,HODGSON,E14000668,UKIP,9747
2015,Chris,HOLLEY,W07000047,Liberal Democrats,3178
2015,Chris,INCHLEY,E14001026,Labour,3780
2015,Chris,JONES,E14000742,UKIP,6007
2015,Chris,KEALEY,E14000583,Labour,9354
2015,Chris,LAW,S14000016,SNP,27684
2015,Chris,LOYNES,E14001037,Green,1798
2015,Chris,MACKENZIE,S14000033,Cannabis is Safer than Alcohol Party,213
2015,Chris,MATHESON,E14000640,Labour,22118
2015,Chris,MCGLYNN,E14000769,Liberal Democrats,1490
2015,Chris,NELSON,E14001025,Liberal Democrats,2240
2015,Chris,NEWSAM,E14000993,Green,2404
2015,Chris,OVERTON,W07000065,Independent Save Withybush Save Lives,3729
2015,Chris,OXLADE,E14000652,Labour,16303
2015,Chris,PAIN,E14000582,Independence from Europe,324
2015,Chris,PHILP,E14000656,Conservative,31448
2015,Chris,ROONEY,E14000651,Mainstream,86
2015,Chris,SKIDMORE,E14000774,Conservative,23252
2015,Chris,SOUTHALL,E14000642,Green,1184
2015,Chris,SUMMERS,E14001007,Labour,11816
2015,Chris,TOMPSON,E14001046,Independent,94
2015,Chris,TOOK,E14001047,Liberal Democrats,6047
2015,Chris,VINCE,E14000628,Labour,9482
2015,Chris,WATTS,E14000665,Labour,6360
2015,Chris,WERE,W07000054,Green,1629
2015,Chris,WHITE,E14001019,Conservative,24249
2015,Chris,WHITWOOD,E14001061,Yorkshire First,291
2015,Chris,WILLIAMSON,E14000662,Labour,16361
2015,Chris,WORSEY,E14000791,Labour,10200
2015,Chris,WRIGHT,E14000960,UKIP,4271
2015,Chris,YORK,E14000845,Labour,9869
2015,Chris,YOUNG,S14000029,Liberal Democrats,612
2015,Christian,KIEVER,E14000976,Green,1021
2015,Christina,JEBB,E14000868,Liberal Democrats,816
2015,Christina,REES,W07000069,Labour,16270
2015,Christina,SIMMONDS,E14000630,UKIP,3808
2015,Christine,FORRESTER,E14000889,UKIP,3647
2015,Christine GILLIGAN,KUBO,E14000921,Green,1712
2015,Christine,JARDINE,S14000037,Liberal Democrats,19030
2015,Christine,MACKAY,E14000771,Conservative,5593
2015,Christine,TINKER,E14000926,Liberal Democrats,4268
2015,Christopher,ADAMS,E14000538,UKIP,10925
2015,Christopher,ADAMS,E14000569,Conservative,12799
2015,Christopher,BRAMALL,E14000976,Liberal Democrats,1538
2015,Christopher,CHAPMAN,E14000760,Conservative,13455
2015,Christopher,CHOPE,E14000638,Conservative,28887
2015,Christopher,CLARK,E14000918,Labour,6448
2015,Christopher,DANIELS,E14000970,Conservative,11069
2015,Christopher,DARCEL,E14000707,Linconshire Independents,505
2015,Christopher,DONNELLY,S14000044,Conservative,5929
2015,Christopher,FLOOD,E14000789,Trade Unionist and Socialist Coalition,286
2015,Christopher,FLOSSMAN,E14000734,Green,2122
2015,Christopher,FROST,E14000532,UKIP,4047
2015,Christopher,GALLACHER,E14000891,UKIP,7516
2015,Christopher,GILLIBRAND,W07000061,UKIP,3126
2015,Christopher,GRAY,S14000002,Independent,139
2015,Christopher,GRAYLING,E14000694,Conservative,33309
2015,Christopher,HAWTREE,E14000755,Green,3569
2015,Christopher,HOWE,E14000549,UKIP,1586
2015,Christopher,JONES,E14000603,Labour,9970
2015,Christopher,LESLIE,E14000865,Labour and Co-operative,19208
2015,Christopher,NASH,E14000563,Green,835
2015,Christopher,NOYCE,E14000732,Liberal Democrats,1567
2015,Christopher,PEARSON,E14000740,Conservative,9694
2015,Christopher,PINCHER,E14000986,Conservative,23606
2015,Christopher,POOLE,E14000887,Green,2067
2015,Christopher,RUANE,W07000060,Labour,13523
2015,Christopher,STEPHENS,S14000035,SNP,23388
2015,Christopher VON,RUHLAND,W07000050,Green,2461
2015,Christopher,WELLBELOVE,E14000534,Labour,6324
2015,Christopher,WILFORD,E14000882,Conservative,12962
2015,Christopher,WILLETT,S14000001,National Front,186
2015,Christopher,WOOD,E14000713,UKIP,9266
2015,Chuka,UMUNNA,E14000978,Labour,26474
2015,Ciaran,MCCLEAN,N06000018,Green,780
2015,Clair,BRAUND,E14000564,UKIP,1805
2015,Clair,HAWKINS,E14000670,Labour,15443
2015,Claire,ALLEN,E14000886,Green,1539
2015,Claire,EDWARDS,E14000905,Labour,13695
2015,Claire,HISCOTT,E14000602,Conservative,9752
2015,Claire,JEFFREY,E14000704,Labour,7939
2015,Claire,LEIGH,E14000997,Labour,7604
2015,Claire,MCILVENNA,E14000945,Green,1298
2015,Claire,MUIR,S14000059,Independent,503
2015,Claire,PERRY,E14000665,Conservative,28295
2015,Claire,THOMAS,E14000773,Liberal Democrats,3169
2015,Claire,WRIGHT,E14000678,Independent,13140
2015,Claire-Louise,LEYLAND,N06000018,Conservative,169
2015,Clare,BAILEY,N06000003,Green,2238
2015,Clare,BENTLEY,W07000069,Liberal Democrats,1173
2015,Clare,CAMPION-SMITH,E14000600,Liberal Democrats,3214
2015,Clare,KEOGH,E14000770,Green,2322
2015,Clare,THOMAS,E14000567,Green,2301
2015,Clarence,MITCHELL,E14000598,Conservative,12448
2015,Clark,VASEY,E14000559,Conservative,5816
2015,Cliff,DIXON,E14000737,UKIP,5388
2015,Clifford,JOHNSON,W07000048,UKIP,5779
2015,Clive,BALCHIN,E14000902,UKIP,6862
2015,Clive,BETTS,E14000920,Labour,21439
2015,Clive,EFFORD,E14000690,Labour,18393
2015,Clive,GREGORY,E14000898,Green,1516
2015,Clive,JONES,E14001048,Liberal Democrats,7572
2015,Clive,LEWIS,E14000864,Labour,19033
2015,Clive,MARTIN,E14000988,Green,2630
2015,Clive,MORRISON,E14000752,UKIP,1271
2015,Clive,PEAPLE,E14000543,Liberal Democrats,1169
2015,Clive,PEEDELL,E14001046,National Health Action Party,616
2015,Clive,SEMMENS,E14000937,Green,3047
2015,Colin,BECKETT,W07000046,UKIP,4773
2015,Colin,BEX,E14001046,Wessex Regionalist Party,110
2015,Colin,CLARK,S14000037,Conservative,6807
2015,Colin,FOX,S14000024,Scottish Socialist Party,197
2015,Colin,GREEN,E14000567,Liberal Democrats,2517
2015,Colin,HEATH,E14000917,UKIP,7389
2015,Colin,MAIR,E14000798,UKIP,10778
2015,Colin,NICHOLSON,E14001004,UKIP,6481
2015,Colin,PORTER,E14000876,English Democrats,500
2015,Colleen,FLETCHER,E14000649,Labour,22025
2015,Conor,BURNS,E14000585,Conservative,20155
2015,Conor,MCGINN,E14000962,Labour,26378
2015,Cornelius,OLIVIER,E14000964,Labour,4510
2015,Corri,WILSON,S14000006,SNP,25492
2015,Craig,DUNCAN,S14000015,Liberal Democrats,1387
2015,Craig,HAMILTON,S14000038,Cannabis is Safer than Alcohol Party,233
2015,Craig,MACKINLAY,E14000948,Conservative,18838
2015,Craig,MARTIN,E14000641,Liberal Democrats,5153
2015,Craig,POND,E14000973,Independent,354
2015,Craig,TRACEY,E14000854,Conservative,20042
2015,Craig,WHITTAKER,E14000614,Conservative,23354
2015,Craig,WILLIAMS,W07000051,Conservative,21709
2015,Cris,CHESHA,E14000808,Pirate Party,181
2015,Crispin,BLUNT,E14000893,Conservative,29151
2015,Cydatty,BOGIE,E14001032,Communities United Party,115
2015,Dafydd,MEURIG,W07000058,Plaid Cymru,3536
2015,Daisy,BLENCH,E14000847,Green,3341
2015,Daisy,COOPER,E14000817,Liberal Democrats,6604
2015,Daithi,MCKAY,N06000012,Sinn Fein,5143
2015,Dame,DIXON,E14000755,Monster Raving Loony Party,125
2015,Damian,COLLINS,E14000704,Conservative,26323
2015,Damian,GREEN,E14000536,Conservative,30094
2015,Damian,HINDS,E14000680,Conservative,31334
2015,Damien,BIGGS,W07000075,Socialist Labour Party,332
2015,Damien,HARTE,N06000017,Workers Party,351
2015,Damien,MOORE,E14000958,Conservative,12330
2015,Damon,BOUGHEN,E14000942,Green,2247
2015,Damon,HOOTON,E14000947,Liberal Democrats,1817
2015,Dan,GREEF,E14000934,Labour,10860
2015,Dan,HILL,E14000857,Green,2541
2015,Dan,JARVIS,E14000541,Labour,20376
2015,Dan,POULTER,E14000624,Conservative,30317
2015,Dan,ROGERSON,E14000837,Liberal Democrats,15068
2015,Dan,WATKINS,E14000998,Conservative,22421
2015,Dan,WILSHIRE,E14000939,Green,1580
2015,Dan,YEATS,S14000002,Green,964
2015,Daniel,BURN,E14000898,Trade Unionist and Socialist Coalition,202
2015,Daniel,COLEMAN,S14000016,Liberal Democrats,1057
2015,Daniel,CRITCHLOW,E14000612,Conservative,16350
2015,Daniel,FARTHING-SYKES,S14000025,Liberal Democrats,1920
2015,Daniel,GILL,E14000770,Christian Peoples Alliance Party,198
2015,Daniel,GOLDSMITH,E14000593,Green,2120
2015,Daniel,HAMILTON,E14000969,Conservative,9710
2015,Daniel,HAWTHORNE,E14000969,Liberal Democrats,3034
2015,Daniel,KAWCZYNSKI,E14000926,Conservative,24628
2015,Daniel,LEWIS,E14001033,Liberal Democrats,1298
2015,Daniel,MCCROSSAN,N06000018,Social Democratic and Labour Party,6444
2015,Daniel,MOSLEY,E14000924,Liberal Democrats,1094
2015,Daniel,MUNYAMBU,E14000995,Independent,79
2015,Daniel,OXLEY,E14000679,UKIP,2622
2015,Daniel,SCOTT,E14000949,Labour,10399
2015,Daniel,SIMPSON,E14000798,Linconshire Independents,659
2015,Daniel,THOMAS,W07000069,Plaid Cymru,6722
2015,Daniel,THOMPSON,E14000831,UKIP,5214
2015,Daniel,THOMPSON,W07000064,Green,2088
2015,Daniel,WALTON,E14001035,Labour,7244
2015,Daniel,ZEICHNER,E14000617,Labour,18646
2015,Danny,ALEXANDER,S14000039,Liberal Democrats,18029
2015,Danny,GALLAGHER,E14000647,Liberal Democrats,1368
2015,Danny,KENNEDY,N06000011,Ulster Unionist Party,16312
2015,Danny,KINAHAN,N06000014,Ulster Unionist Party,11942
2015,Danny,LAMBERT,E14001008,The Socialist Party of Great Britain,82
2015,Danus,SKENE,S14000051,SNP,8590
2015,Darran,PALMER,E14000738,UKIP,5283
2015,Darran,THOMAS,W07000068,UKIP,3338
2015,Darren,BISBY-BOYD,E14000878,Green,1218
2015,Darren,FOWER,E14000878,Liberal Democrats,1774
2015,Darren,HALL,E14000602,Green,17227
2015,Darren,HENRY,E14001049,Conservative,10174
2015,Darren,HILL,E14000925,Yorkshire First,543
2015,Darren,JONES,E14000600,Labour,17823
2015,Darren,PAFFEY,E14000901,Labour,5749
2015,Darren,PRICE,E14000646,Labour,10391
2015,Darren,REYNOLDS,E14000579,Liberal Democrats,1072
2015,Darren,SANDERS,E14000883,Liberal Democrats,2828
2015,Darren,THOMAS,W07000046,Plaid Cymru,3051
2015,Darren,WOODIWISS,E14000728,Green,2177
2015,Darrin,GREEN,E14000753,Green,2198
2015,Daryll,PITCHER,E14000981,UKIP,8655
2015,Dave,ANDERSON,E14000574,Labour,22090
2015,Dave,ASH,E14000984,National Health Action Party,345
2015,Dave,BROOKS,E14000689,Green,1261
2015,Dave,DEMPSEY,S14000041,Conservative,5223
2015,Dave,DOBBS,E14001026,The Birthday Party,81
2015,Dave,EVERETT,E14001051,UKIP,4310
2015,Dave,GIBSON,E14000541,Trade Unionist and Socialist Coalition,573
2015,Dave,HAMPTON,E14000550,Green,2231
2015,Dave,HERBERT,E14000765,Green,1310
2015,Dave,HILL,E14000755,Trade Unionist and Socialist Coalition,144
2015,Dave,NELLIST,E14000650,Trade Unionist and Socialist Coalition,1769
2015,Dave,PAGE,E14000808,Liberal Democrats,1782
2015,Dave,PERKINS,E14000924,Class War,78
2015,Dave,PITT,E14000671,Trade Unionist and Socialist Coalition,139
2015,Dave,RAVAL,E14000782,Liberal Democrats,1233
2015,Dave,STEVENS,E14000587,Green,871
2015,Dave,WALSH,E14000795,Trade Unionist and Socialist Coalition,362
2015,David,AHERNE,E14001055,Green,2938
2015,David,ALEXANDER,E14000811,UKIP,7665
2015,David,ALLEN,E14000669,English Democrats,448
2015,David,AMESS,E14000957,Conservative,22175
2015,David,BATEY,E14000843,Liberal Democrats,2004
2015,David,BRAID,E14001033,War Veteran's Pro-Traditional Family Party,150
2015,David,BRASS,E14000894,Independent,1498
2015,David,BROWN,E14000729,Trade Unionist and Socialist Coalition,174
2015,David,BURNETT,E14000668,English Democrats,309
2015,David,BURROWES,E14000692,Conservative,22624
2015,David,CAMERON,E14001046,Conservative,35201
2015,David,CHAPPELL,E14000613,Liberal Democrats,3581
2015,David,COBURN,S14000028,UKIP,1829
2015,David,COLLINS,E14000968,UKIP,6864
2015,David,COX,E14000968,Independent,67
2015,David,CRAUSBY,E14000578,Labour,18541
2015,David,DAVIES,W07000054,Conservative,23701
2015,David,DAVIS,E14000724,Conservative,26414
2015,David,DERBYSHIRE,E14000850,Green,3806
2015,David,DEWS,E14000826,UKIP,7951
2015,David,DOBBIE,E14000829,Liberal Democrats,2385
2015,David,DREW,E14000980,Labour and Co-operative,22947
2015,David,EDWARDS,W07000067,Plaid Cymru,15140
2015,David,ELLESMERE,E14000761,Labour,18061
2015,David,ELSTON,W07000073,Pirate Party,106
2015,David,EVANS,S14000007,Liberal Democrats,2347
2015,David,EVENNETT,E14000558,Conservative,20643
2015,David,FITTON,E14001056,Independent,577
2015,David,FLINT,E14000691,Green,1303
2015,David,FOSTER,E14000663,Green,1208
2015,David,FOWLER,E14000608,UKIP,11675
2015,David,GALE,E14000663,British Independents,143
2015,David,GALLAGHER,E14000943,UKIP,7377
2015,David,GAUKE,E14000951,Conservative,32608
2015,David,GLOSSOP,E14001031,UKIP,7055
2015,David,GOODALL,E14000762,Liberal Democrats,5235
2015,David,GRACE,E14000642,Liberal Democrats,812
2015,David,HANSOM,E14000788,Independent,160
2015,David,HANSON,W07000042,Labour,15187
2015,David,HARVEY,E14000789,Independent,30
2015,David,HASLETT,E14000923,English Democrats,122
2015,David,HAWTHORNE,N06000008,Alliance,835
2015,David,HINDER,E14000894,Labour,11798
2015,David,HODGSON,E14000658,UKIP,5392
2015,David,HOFMAN,E14000675,Trade Unionist and Socialist Coalition,214
2015,David,HOLLAS,E14000867,UKIP,4900
2015,David,HOUGH,E14000888,Labour,6705
2015,David,HUGHES,E14000584,UKIP,7401
2015,David,JAMES,E14001044,Independent,274
2015,David,JEFFREYS,E14000596,UKIP,6694
2015,David,JONES,E14000571,Green,1567
2015,David,JONES,W07000059,Conservative,16463
2015,David,KELLY,E14000799,UKIP,7164
2015,David,KENDALL,E14000594,Liberal Democrats,4577
2015,David,KESTEVEN,E14000843,Green,1059
2015,David,KIRWAN,E14000607,Green,1544
2015,David,KURTEN,E14000615,UKIP,2413
2015,David,LAMMY,E14001002,Labour,28654
2015,David,LANSDELL,S14000058,UKIP,1006
2015,David,LAWS,E14001060,Liberal Democrats,18865
2015,David,LEE,E14000681,Liberal Democrats,5189
2015,David,LIDINGTON,E14000538,Conservative,28083
2015,David,LITTLE,E14000670,UKIP,10177
2015,David,LOMAX,E14000577,Liberal Democrats,1464
2015,David,LYONS,E14000538,Green,2135
2015,David,MACDONALD,E14000610,Liberal Democrats,1232
2015,David,MACKINTOSH,E14000862,Conservative,16163
2015,David,MALONE,E14000913,Green,2185
2015,David,MATHEWS,E14000961,UKIP,8503
2015,David,MCLEAN,W07000055,Green,887
2015,David,MEACOCK,E14001056,UKIP,5198
2015,David,MELLEN,E14000908,Labour,14525
2015,David,MELVIN,E14000725,Green,1017
2015,David,MICHAEL,E14000980,Free Public Transport Party,100
2015,David,MONTGOMERY,S14000021,Conservative,12465
2015,David,MORGAN,W07000078,Liberal Democrats,1309
2015,David,MORRIS,E14000825,Conservative,19691
2015,David,MORTIMER,E14000821,Independent,112
2015,David,MOWAT,E14001018,Conservative,25928
2015,David,MUMFORD,S14000004,Green,965
2015,David,MUNDELL,S14000014,Conservative,20759
2015,David,MUNNERLEY,W07000044,Green,669
2015,David,NAGHI,E14000700,Liberal Democrats,3039
2015,David,NEWMAN,E14000581,Liberal Democrats,978
2015,David,NICHOLLS,W07000062,Conservative,10649
2015,David,NICHOLSON,E14000746,UKIP,4302
2015,David,NIXON,E14000834,Independent,283
2015,David,NOLAN,E14000771,Liberal Democrats,2294
2015,David,NUTTALL,E14000611,Conservative,18970
2015,David,O'SULLIVAN,E14000750,Socialist Equality Party,108
2015,David,OAKENSEN,E14000932,Labour,4419
2015,David,PARSONS,E14000939,UKIP,10736
2015,David,PEEL,E14000864,Class War,96
2015,David,PINTO-DUSCHINSKY,E14000987,Labour,8311
2015,David,PLATT,E14000606,UKIP,9074
2015,David,POLLITT,E14000665,UKIP,7544
2015,David,PRESCOTT,E14000707,Labour,10500
2015,David,RATCLIFF,E14000985,Green,1426
2015,David,REILLY,E14000821,UKIP,6852
2015,David,RENDEL,E14000932,Liberal Democrats,11692
2015,David,REYNOLDS,E14000759,Green,1023
2015,David,ROACH,S14000020,Conservative,11511
2015,David,ROBINSON-YOUNG,E14000832,UKIP,4910
2015,David,ROSS,E14000584,Bournemouth Independent Alliance,903
2015,David,ROWLANDS,W07000071,UKIP,6106
2015,David,RUTLEY,E14000802,Conservative,26063
2015,David,SCHMITZ,E14000687,Liberal Democrats,897
2015,David,SCHOFIELD,E14000692,UKIP,2109
2015,David,SCOTT,E14000546,UKIP,7865
2015,David,SCOTT,E14001043,UKIP,3737
2015,David,SIMISTER,E14000730,UKIP,5681
2015,David,SIMPSON,N06000017,Democratic Unionist Party,15430
2015,David,SMALL,E14000721,UKIP,1818
2015,David,SPRASON,E14000583,UKIP,9338
2015,David,STOCK,W07000055,UKIP,6466
2015,David,STOKES,E14000585,Labour,7386
2015,David,THORPE,E14000679,Liberal Democrats,856
2015,David,TREDINNICK,E14000583,Conservative,22939
2015,David VON,CLAPTRAP,W07000046,Monster Raving Loony Party,253
2015,David,WARBURTON,E14000932,Conservative,31960
2015,David,WARD,E14000587,Liberal Democrats,12228
2015,David,WATTS,E14000582,Liberal Democrats,1015
2015,David,WEDGWOOD,E14001005,Magna Carta Party,26
2015,David,WILLIAMS,E14001056,Labour,11588
2015,David,WINNICK,E14001011,Labour,14392
2015,David,WOOD,E14000726,Green,2105
2015,David,WRIGHT,E14000989,Labour,15364
2015,David,YOUNG,E14000881,UKIP,7956
2015,Davy,JONES,E14000597,Green,3187
